_id,job_name,category
8ilc8,"業務經理(ERP, MES, BPM, AI)",AI Engineer / Researcher
8l1x3,ODM Product Manager - Edge AI and Ruggedized Computing (ACG/林口園區)_JR202507020,AI Engineer / Researcher
8tynq,AI伺服器 工業包裝 工程師,AI Engineer / Researcher
8v23d,【AI Data Center】Project Management 專案經理,AI Engineer / Researcher
8qwv3,AI伺服器專案工程師/專案管理師,AI Engineer / Researcher
8s1ui,【2025 AI Server 實習生】IT供應鏈系統開發工程師 實習生 (土城),AI Engineer / Researcher
7ie7q,AI Server-硬體研發工程師 (土城),AI Engineer / Researcher
8pge2,行銷高級管理師,Others
8dz18,新聞文案編輯師/文案編輯,Others
7jqn0,【新北市土城區】品管工程師-雲宇宙AI園區,AI Engineer / Researcher
8f2xb,【2025 AI Server 應屆畢業生】BIOS韌體研發工程師 新幹班 (土城),AI Engineer / Researcher
8oaou,(S)產品行銷經理(AI surveillance),AI Engineer / Researcher
732n2,【新北市土城區】安衛工程師-雲宇宙AI園區,AI Engineer / Researcher
812sn,【DQE】I-AI人工智能算法工程師/主管,AI Engineer / Researcher
8eoxn,【板橋地區】徵課堂助教-AI機器人、無人機「程式設計」兒童課程,AI Engineer / Researcher
8962r,【2025 AI Server 實習生】電源測試工程師 實習生 (土城),AI Engineer / Researcher
7rlux,AI_產品管理師/產品經理(Product Manager)(台北/高雄),AI Engineer / Researcher
8vvnv,HRBP人資策略夥伴 - 知名上市AI科技公司,AI Engineer / Researcher
8up9b,資訊主管【汐科遠雄U-TOWN大樓】,Others
7ibtd,AI Server-BIOS資深工程師 (土城),AI Engineer / Researcher
7ouq6,HR Generalist／人資專員,Others
8jpkv,AI伺服器研發專案物料管理師(PjM),AI Engineer / Researcher
8oi9t,AI Server-BIOS(土城)_E事業群,AI Engineer / Researcher
8s1u2,【2025 AI Server 實習生】資安助理工程師 實習生 (土城),AI Engineer / Researcher
8eoxb,【新莊地區】徵課堂助教-AI機器人、無人機「程式設計」兒童課程,AI Engineer / Researcher
8arx9,【國際業務開發專員｜直攻全球AI運算市場 (光通訊)】,AI Engineer / Researcher
8v3wt,【AI Server】機構設計主管,AI Engineer / Researcher
8vfiy,‼️‼️書審隔天就可以報到‼️‼️大缺大缺看過來~~看過來~‼️‼️過年紅包補強‼️‼️周休見紅休‼️‼️五股新莊三重都很近【跟上AI絕對不會錯 錢途無量】可日周領JE09,AI Engineer / Researcher
8ug8n,AI Server-系統可靠度測試工程師(土城)-E事業群,AI Engineer / Researcher
8aqkb,【PowerUp!】電源設計驗證工程師(AI Server Power)(台南) 雲端基礎設施系統與平台事業群,AI Engineer / Researcher
6drxh,AI伺服器熱傳工程師/資深工程師,AI Engineer / Researcher
7zunk,機電繪圖工程師 (工作地：新北市土城區，第二事業群中工AI),AI Engineer / Researcher
8s1tx,【2025 AI Server 實習生】IT助理工程師 實習生 (土城),AI Engineer / Researcher
8v3wu,【AI Server】機構設計工程師,AI Engineer / Researcher
8jgbw,AI Server - 全球運籌管理主管/專員 (土城),AI Engineer / Researcher
8m2nb,AI Server 伺服器 機構開發工程師 (土城),AI Engineer / Researcher
8a691,【工程部】部門｜人工智慧工程師 AI Engineer / Sr. AI Engineer（適用於研發替代役）(JIRA444),AI Engineer / Researcher
8ohw9,HQ－AI Digital Transformation Navigator（汐止總部）,AI Engineer / Researcher
7qur1,AI Server-BIOS工程師 (土城),AI Engineer / Researcher
7pi3p,AI Server-CPLD/FPGA Engineer工程師 (土城),AI Engineer / Researcher
8u08p,RD-AI Server 伺服器系統設計工程師(土城)_E事業群,AI Engineer / Researcher
8ta5b,(Social Media Office)創意媒體編輯 Creative Media Editor,Others
8sn80,設計美編人員(汐止區),Others
6bl7u,【新北市土城區】建築助理工程師-雲宇宙AI園區,AI Engineer / Researcher
8v3ww,【AI Server】機櫃架構設計工程師,AI Engineer / Researcher
7iuxw,【新北市土城區】建築工程師-雲宇宙AI園區,AI Engineer / Researcher
eehd,行銷業務專員(板橋分公司)(AI面試),AI Engineer / Researcher
864eg,【2026年研發替代役】AI軟體工程師,AI Engineer / Researcher
8v1dl,【CESBG AI Server 實習生】-EE8 硬體工程師 實習生 (土城),AI Engineer / Researcher
8oah1,(S)合規專案經理 (Regulatory Compliance Specialist)(AI surveillance),AI Engineer / Researcher
8jpkk,AI伺服器研發專案管理師(DPM),AI Engineer / Researcher
8t3fq,【國外部】食品原料企劃助理,Others
8u4eo,AI伺服器 Account Manager_汐止_06492,AI Engineer / Researcher
7qsz7,【新北市土城區】機電工程師-雲宇宙AI園區,AI Engineer / Researcher
8w4qr,【PM】Product Supervisor,Others
8trni,運動筆記_業務助理,Others
8j11m,會計行政夥伴(兼職實習可),Others
8qhta,資深專案經理,Others
8g0yz,AI Server-硬體研發工程師 (土城),AI Engineer / Researcher
8fm5r,創新實驗室_營運企劃專員/資深專員/副理(數位健康、運動科技與公益),Others
7qur9,AI Server-BMC韌體設計工程師 (土城),AI Engineer / Researcher
8u85v,內勤業務,Others
8cs1a,AI Server專案管理專員/主任(PM),AI Engineer / Researcher
87tiy,系統工程師（管理處)(依個人績效，平均年薪16個月以上）,DevOps / SRE / Cloud Engineer
8w2yh,【美商AI電子設備】組裝人員 #200H獎金 #獎金豐厚 #接駁車接送,AI Engineer / Researcher
8taxk,專案經理,Others
81l9j,【2025 AI Server 實習生】CESBG專區- 實習生 (土城),AI Engineer / Researcher
8us8r,產品經理(B2B),Others
8g109,【CESBG AI Server 實習生】-EE2 硬體工程師 實習生 (土城),AI Engineer / Researcher
8vmsq,船舶產業處-工程師,General Software Engineer
8p8ej,業務專員,Others
8hwr3,合約管理解決方案產品顧問,Others
8jjx9,AI Server -BPM/專案管理工程師 (土城),AI Engineer / Researcher
8prnj,外銷Sales & Program PM,Others
7p8iy,Flutter 跨平台應用開發工程師 [數位應用策略部],General Software Engineer
893zs,行政櫃台｜AI產業｜不加班｜無經驗可｜歡迎新鮮人,AI Engineer / Researcher
8iqyf,AI事業 機構工程師,AI Engineer / Researcher
8peek,AI 商業分析師,AI Engineer / Researcher
8kmv7,開發助理,Others
75fai,AI Server - 業務專員,AI Engineer / Researcher
7p60e,碩士級研究員,Others
79xq5,網站後端研發工程師  - Ruby on Rails,AI Engineer / Researcher
8tqbl,軟體工程師(FE) Web前端開發,Frontend Engineer
8roeh,Flash_【AI伺服器關鍵推手】Data Center SSD產品經理 PM (Product Manager) (產品企劃三部 專員/高級專員)｜與AI巨浪同行,AI Engineer / Researcher
8rfhl,系統工程師一(台北),DevOps / SRE / Cloud Engineer
81r25,3.【內部職缺】Asp.net C#/ React 資深軟體工程師 / AI網站專案開發-R,AI Engineer / Researcher
8fm6b,體適能檢測及運動計畫評估人員(檢測員/體適能指導員),Others
8s1qp,【2025 AI Server 實習生】-PM1專案管理師 實習生(土城),AI Engineer / Researcher
7jasb,[行政]團檢業務,Others
8vrkj,【宏匯廣場】社群影音行銷資深專員,Others
6mx07,AI伺服器熱傳研發技術主任/副理,AI Engineer / Researcher
7vefc,營運企劃管理師,Others
8v3x1,【AI Server】熱傳主管,AI Engineer / Researcher
8oxet,行銷企劃實習生（影音內容製作）,Others
7ie7u,AI Server-硬體設計工程師 (土城),AI Engineer / Researcher
8vf8s,客戶成功經理,Others
5tap3,國內/海外業務-影像AI方案銷售,AI Engineer / Researcher
8as0o,【中和】行銷企劃專員（社群／短影音／電商） 福利佳,Others
8os97,LS - 日本機器視覺領先廠商 - 軟體應用工程師FAE (熟悉C/C++/FPGA，歡迎1年相關經驗!),Embedded / Firmware Engineer
8szn4,行政會計 Accounting & Admin,Others
84e6k,品牌設計師,Others
8fm63,創新實驗室 商業開發助理/行政助理/主管特助,Others
75boz,資深雲平台研發主管/技術主管,Others
8dz0d,視覺媒體設計師/平面設計,Others
8vpok,鶯歌廠-業務助理,Others
8rfi0,系統工程師二(台北),DevOps / SRE / Cloud Engineer
8urug,商業開發副理/專員,Others
8otu9,W_DevOps Engineer,DevOps / SRE / Cloud Engineer
8jfhc,【學期實習】智慧財產權實習生(汐止),Others
8q8p1,行銷企劃實習生｜AI產業｜無經驗可｜彈性排班｜歡迎在校生與新鮮人,AI Engineer / Researcher
7ibv0,AI Server -PM/專案管理師 (土城),AI Engineer / Researcher
8uksq,全端工程師｜Vue / Quarkus,Fullstack Engineer
88vru,【新北】客戶成功經理,Others
7bjn9,[行政]行政業務人員,Others
8k3hz,電商出貨專員  電商+包裝+出貨,Others
7x92h,前端工程師Front-End Developer,Frontend Engineer
6fstb,Visual Design Intern 視覺設計實習生,Others
8a8c7,AI台北市業務專員,AI Engineer / Researcher
6q5ep,網路與系統工程師~〝歡迎社會新鮮人、應屆畢業生〞（部分遠端辦公）,DevOps / SRE / Cloud Engineer
884ay,資深感知演算法工程師/Senior Perception Algorithm Engineer,AI Engineer / Researcher
8tnjo,軟體系統開發工程師【MIS】,General Software Engineer
8bpow,法務專員/法務管理師,Others
7fr4e,設計行銷人員(汐止區),Others
8qfi4,不被AI取代【台北-美容師徵才說明會 】6/13(星期五)板,AI Engineer / Researcher
8r5sb,【2025鴻海集團-AI雲端實習生】CESBG專區-人資實習生-教育訓練,AI Engineer / Researcher
8uud6,內容行銷企劃,Others
7bxrf,專案經理｜AI產業｜不加班｜11月即可就職｜歡迎新鮮人與想轉職的你｜Project Manager,AI Engineer / Researcher
8sl22,Sr. Product Manager - EPC 邊緣 AI & 智能解決方案 (Embedded/ 林口園區)_JR202508006,AI Engineer / Researcher
8d1i3,Flash_【Edge AI 關鍵推手】 SSD 產品經理 PM (SSD Product Manager) （產品企劃一部 課長/高級專員/專員),AI Engineer / Researcher
8k34k,Technology Management– Networking Architect,Others
8em5f,業務助理,Others
8sr72,全端工程師,Fullstack Engineer
8uh2w,Nvidia JetPack BSP韌體工程師,Embedded / Firmware Engineer
8uw6v,【AI Server】FW CPLD Engineer,AI Engineer / Researcher
8tef6,Flutter APP 工程師 (Flutter APP Engineer),General Software Engineer
8klce,電商品牌 - 電商平台上架工讀生 (PT時薪$200),Others
7u801,金融科技應用服務 業務副理/經理/資深經理,Others
7aodg,資深遊戲美術,Others
7xn9z,韌體工程師,Embedded / Firmware Engineer
842xj,分區業務專員(業績獎金制）,Others
8sh61,視覺設計師,Others
8vs52,日文外銷Sales and PM,Others
8vnhh,不動產經紀人員【假日百萬菁英班】2026 第三期招募 (2026/1/10開課) ~ AI輔助輕鬆作業,AI Engineer / Researcher
8ohj7,AI Server-機構設計工程師(伺服器or伺服器機櫃)(土城)_E事業群,AI Engineer / Researcher
8l1fl,房仲業務~不動產AI科技~,AI Engineer / Researcher
88lrz,【台北總部】資訊暨數位轉型主管｜企業智慧流程×AI數位化的關鍵力量。,AI Engineer / Researcher
8vvvh,業務副理_新北,Others
8tg3l,專案工程師,General Software Engineer
7gula,企業客戶業務經理/副理,Others
8j9e8,【gogoro 社區店 汐止康寧 】機車維修_技師（保底+獎金）,Others
83jp6,Sr. Product Marketing Specialist,Others
8a8b2,AI新北市業務專案經理,AI Engineer / Researcher
7e16d,勞工健康服務護理顧問/職護/雙北（全職）,Others
8434o,日本業務推廣專員,Others
7yq1n,品牌行銷部－網站行銷企劃專員 Digital Marketing Specialist,Others
7ltgy,平面設計師,Others
7wjix,鶯歌廠-文管專員,Others
89db0,視覺圖像設計工程師,General Software Engineer
8w65c,【gogoro X 宏佳騰機車 汐止康寧門市】機車維修_技師_學徒,Others
88pt6,AI系統架構師,AI Engineer / Researcher
8u3sl,IPAS AI應用規畫師(初級)講師-新北地區,AI Engineer / Researcher
8jv52,產品經理（求職服務）,Others
8fm5z,創新實驗室_企劃與執行專員/資深專員(數位健康創新推展),Others
8vgtw,業務專員,Others
6l7mb,MIS雲端工程師,DevOps / SRE / Cloud Engineer
5xa87,【Suzuki 台鈴機車 蘆洲三民門市】機車維修_技師,Others
8op0q,軟體工程師,General Software Engineer
8uoar,【中和】社群經營／影音設計小編 福利佳,Others
8w5vf,AI 影片製作專員,AI Engineer / Researcher
7mmjk,硬體研發技術主任/副理(HW Engineer Lead),General Software Engineer
6dngd,網路行銷企劃師（板橋辦公室）,Others
7st4c,資訊安全管理專員,Others
8vr9x,ESG專任研究助理,Others
88vks,【新北】專案經理,Others
7y9u0,英文科產品企劃（技高）,Others
8kcvx,西歐科技有限公司_行銷企劃實習生,Others
8dcs2,Product Manager - Edge Computing Industrial Motherboard (Embedded/ 林口園區)_JR202511051,Embedded / Firmware Engineer
7t29b,【2026西柏實習招募開始囉】Channel Marketing創意行銷實習生,Others
8udre,【新店耕莘】耳鼻喉科-研究助理,Others
8p1xp,投資策略規劃顧問,Others
8vvn0,社群小編,Others
8spbw,【動畫助理】無相關經驗 願意學習歡迎加入,Others
8nxi6,專案經理,Others
8p2zr,（1213）投資專員（投前／投後評估與追蹤）,Others
8qkce,《總公司》專案經營管理人員,Others
6rj7z,行銷經理 Marketing Manager,Others
8sk9f,電源研發工程師,General Software Engineer
8ljym,Content Marketing Specialist,Others
40aeb,製作部(美編設計),Others
8w1mo,Product Manager – Industrial Motherboard Regional PM (Embedded/ 林口園區)_JR202511052,Embedded / Firmware Engineer
8vejf,Sales_Edge AI Solution Business Development Manager - EMEA  (專案經理/副理),AI Engineer / Researcher
8j1vj,銷售工程師 (Field Sales Engineer),General Software Engineer
8jpld,AI伺服器研發專案系統工程師(SE),AI Engineer / Researcher
6zhqd,業務銷售主管 (HPC)(TPE/KHH),Others
8mf22,Project Manager 專案經理,Others
8rhq3,【行政助理】經驗不拘,Others
8rj0h,Sales Head,Others
8o3hw,活動企劃執行,Others
8qrsk,【技術發展部】Java Backend Developer / Java後端工程師,Backend Engineer
8kyqm,主辦會計,Others
8viwo,資深網頁設計師,Others
8ukqg,寵物行銷社群小編,Others
8ckea,KP平面設計美編(專員/資深專員),Others
8tom5,【資訊科技】Bankee軟體開發架構師,General Software Engineer
7rltk,Content Designer 素材設計/資深素材設計,Others
7p83k,Web Designer 網頁設計師,Frontend Engineer
7skco,IOT軟體開發工程師,General Software Engineer
8qd2w,(25)【2025資訊轉型與創新】互動介面設計師,Others
8vnup,【AOWU】專案執行（Project Executive）,Others
82h09,Global HR Compensation Supervisor,Others
8uu0s,專案管理師,Others
8vj0c,【廠內倉管助理】無相關經驗 願意學習歡迎加入,Others
8sx3m,【佳瑪百貨 總公司】招商專櫃專員,Others
8rmwi,B2C Growth Project Manager,Others
8uhs1,LLM Engineer LLM工程師,AI Engineer / Researcher
6nnyk,資深品牌設計師 （平面設計，包裝設計，網路廣告設計）(台北辦公室：永安市場站),Others
8tjmj,工讀生,Others
8pld1,電源研發助理工程師,General Software Engineer
8rzk3,【AOWU】董事長助理兼司機,Others
8sqt1,【印地安旅行社】團體OP/票務OP,Others
8hzyd,財務專員 (股務與投資人關係管理),Others
8v6e9,資深人資管理師,Others
8rhpw,【出納助理】經驗不拘,Others
8vepb,PM Manager – Industrial Display Solution (Embedded/ 林口園區)_JR202510040,Embedded / Firmware Engineer
3rgvg,資深/技術支援工程師,General Software Engineer
8v3wv,【AI Server】機櫃架構設計主管,AI Engineer / Researcher
8qssx,產品經理 Product Manager,Others
8lps7,Taiwan Regional Sales Lead,AI Engineer / Researcher
8vqjx,專員/資深專員 (企業關係處/企業福音)-三重,Others
8pnzd,企劃三部專員(美編),Others
8bu31,技術支援工程師FAE_PAE400(無經驗可),General Software Engineer
8o6ae,【設計部】UG茶飲體系設計副理/主任,Others
8ab1n,UI 美術設計,Frontend Engineer
8nz96,線上寵物陪伴諮詢獸醫師(兼職),Others
8n2pg,(03)【2025新幹班】人工智慧(AI)類Artificial Intelligence (AI),AI Engineer / Researcher
7qgk8,產品管理師(Product Manager)(台北/高雄),Others
4okqf,婚禮顧問/婚禮活動企劃 34K起（使用104制式文字投遞履歷直接略過）,Others
8gsl9,(CA0- ) 產品經理/企劃專員--AloT物聯雲,Others
7hc9j,(MS0- ) 業務經理/專員 (EMEA Region)--車載電腦事業部,Others
8vzvv,【美術研發部】2D角色造型設計(AIGC應用),AI Engineer / Researcher
8d1qw,Embeded Linux 軟體工程師(主管)-D,Frontend Engineer
8plnn,PM經理 / 業務經理 (越南),Others
8atr9,成長行銷（資深）專員 | VITABOX®,Others
7dw26,【永豐餘集團上櫃公司】電商工讀生(土城區),Others
8j5qx,【AOWU】業務執行助理 Sales Assistant 日班、晚班,Others
7v0r3,車用AI演算法(資深)軟體工程師(土城/新竹),AI Engineer / Researcher
6l5u5,業務助理,Others
8lkbp,※台北地區※銷售業務,Others
63m1q,機械技術組裝人員/機械加工人員,Others
8u7jn,AI/ 生成影像工程師｜Image Generation Engineer (新事業部),AI Engineer / Researcher
8rxbe,【機構工程師】,General Software Engineer
8ul40,會計理級儲備幹部,Others
8vr50,策略營運特助,Others
8uksp,業務專員(HPC) _ICBG(業務二部),Others
8tr96,Sales_國內業務主管(臺灣業務部),Others
7t0vy,專案/設計助理,Others
8vc5f,業務管理師 Sales Operations Specialist,Others
75d7c,國外業務專員,Others
7xkxu,行銷社群企劃/小編,Others
8te0c,前端工程師 (Frontend Engineer),Frontend Engineer
8w078,財務分析師 Financial Analyst,Others
8rl8l,內容行銷實習生,Others
8iudq,前端工程師,Frontend Engineer
8qtk5,市場研究助理-【新事業部】,Others
886c4,主管助理/行政秘書(A),Others
8sp8v,美編設計師,Others
8fm67,創新實驗室_商業開發助理/行政助理/實習工讀生(數位健康),Others
8r7yv,水電技工/半技工/學徒,Others
8rxap,【業務助理】無相關經驗 願意學習歡迎加入,Others
87kd4,多媒體動畫設計師,Others
8rxd7,【3DS MAX 動畫助理】無相關經驗 願意學習歡迎加入,Others
8s218,AI server 軟韌體工程師_汐止_06407,AI Engineer / Researcher
8fomh,應用服務組-研究員/副研究員/助理研究員（傳播媒體暨通訊政策研究）(114001),Others
80wqx,行銷主管/專員,Others
8t4n4,(X20-Q25043) Hibrid視覺設計師--活動行銷與視覺溝通部,Others
8mdeg,行銷企劃專員/主管,Others
8n4jm,課程製作實習生,Others
8vq54,【採購專員Sourcer】,Others
8vq80,人資行政專員,Others
79vvj,専案企劃,Others
8vimx,Software PM – ARM (Embedded/ 林口園區)_JR202511008,Embedded / Firmware Engineer
27zbf,【倉管人員】經驗不拘/歡迎應屆畢業生,Others
8jl14,(VIVE Arts)PM/Admin Assistant(Intern/Contractor)-VA000002,Others
8lxuq,Sales Team Lead 業務主管,Others
8vpn9,【物控專員】歡迎有相關工作經驗者 主動應徵,Others
8vzhr,【115年研發替代役】工業電腦/工業級主板-硬體研發工程師(新北),General Software Engineer
8v247,【AI Data Center】系統整合架構師,AI Engineer / Researcher
6pybj,網路行銷美編專員,Others
8splc,社群影音編輯(窗口）,Others
8isb9,人工智慧產品PM(NVPD),AI Engineer / Researcher
805xr,【2025 AI Server 實習生】-PM2專案管理師 實習生(土城),AI Engineer / Researcher
8hlmq,Server Product Marketing Manager (PMM),Backend Engineer
3wyad,國際行銷業務儲備人才(Business Development Account Manager歡迎僑生),Others
n3rh,遊戲企劃,Others
8tw71,【Elite100】研發替代役_SW Engineer(林口園區)_JR202409007,General Software Engineer
8m91n,【Finance】Business Finance Sr. Specialist,Others
8w6h6,倉儲物流現場專員(新北淡水),Others
8rx8g,【國外部業務專員】,Others
8tggg,客服,Others
8v1ew,專案執行助理 (Project Operations Assistant),Others
8udeu,電商行銷企劃,Others
8hbhv,Logistics – Customs Compliance Sr. Specialist (Supervisor),Others
81sbb,Android工程師,General Software Engineer
619uu,影視文創行銷企劃,Others
8uj0c,生管人員,Others
8pmil,社群經理 Community Manager (to C),Others
8s4i5,募款與對外關係經理 Fundraising & Donor Relations Manager (to B),AI Engineer / Researcher
8rm5v,電商社群小編,Others
3xt3a,商品化專案經理  Commercialization Project Manager,Others
8w3y7,MKT_Marketing Specialist,Others
8uiph,Infra 高級網路工程師,General Software Engineer
8vfmz,兼職調音工讀生/承攬員,Others
8w5d5,會計(高級)專員,Others
8qgw4,電商營運助理(工讀),Others
8w5ss,硬體研發工程師,General Software Engineer
8ge2j,【會計助理】經驗不拘,Others
8vaco,節目助理 短影音,Others
8gskh,(CA4- ) 業務經理/專員--AloT物聯雲,Others
81u5i,【歡迎轉職規劃】室內設計師/室內設計助理/專案顧問 ( 土城/樹林/新莊/泰山 ),Others
8ksc8,Quality Assurance Engineer測試工程師(數位事業處數位營業部),QA / Automation Engineer
8vml8,(機器人)產品經理(土城),Others
82ste,室內設計助理,Others
8g3lh,助理人員,Others
8qgvz,電商營運助理(兼職),Others
86zz5,Technical Sales Manager,Others
8uo6m,Technology Partnership Management,Others
8vumo,【新北聯合徵才｜板橋・永和・三重・新莊】門市銷售顧問｜穩定內勤｜歡迎無經驗｜補教業首選｜公司氛圍佳｜完整教育訓練,Others
8vluq,不動產經紀人員【假日百萬菁英班】2026 第二期招募 (2025/12/6開課) ~ AI輔助輕鬆作業,AI Engineer / Researcher
8hgod,資深品牌視覺設計師,Others
76dit,[資訊]數位發展部/程式設計師（系統開發/維運）,Others
8e0ol,[行政] 人文處_使命特色室_組員,Others
8v8q5,【誠徵】碩士級/學士級專任研究助理,Others
8ui2v,催收專員,Others
8vtl0,客服行政人員（實習/工讀）,Others
8qug7,【文管人員】無相關經驗 願意學習歡迎加入,Others
8w2lu,【外務員】經驗不拘/歡迎應屆畢業生,Others
4el9y,【專案管理專員】無相關經驗 願意學習歡迎加入,Others
8vxz4,日本/亞洲區_Business Development/客戶成功經營(CSM)副理,Others
8ihw1,Oversea Sales Head/Director of Business Development國外業務主管,Others
6nt19,PD_產品經理(產品一部),Others
5s82t,軟體測試工程師,QA / Automation Engineer
8tgt9,【AOWU】 廣告行銷企劃 (Marketing Manager/Marketing Specialist）,Others
7g7o5,【繪圖工程助理】,Others
8lk5q,內勤助理,Others
8t5l6,CAE電腦輔助自動化軟體工程師 (林口園區)_JR202508063,QA / Automation Engineer
7cnxr,專案助理[數位應用策略部],Others
7yx70,軟韌體工程師 (System),Embedded / Firmware Engineer
2vw9x,【TA Team】技術美術 Technical Artist,Others
8up0x,電商客服專員,Others
8v9u9,(GSMO) BD and Product Marketing (APAC and Korea),Others
4gxgc,人形機器人技術研發主管(處級)(海外),Others
7yq1j,品牌行銷部 - 社群媒體小編 Social Media Specialist,Others
8vgnc,業務推廣暨專案經理 (教育事業部),Others
8rdqe,【2026菁英實習專案】電話開發規劃師(台北),Others
8mt4z,業務處 高階主管,Others
7xh6j,【短期約聘】客委會駐點專案管理師,Others
8qci4,【創世紀】AI架構師,AI Engineer / Researcher
80w4h,美編設計,Others
8rq05,AI 創意內容設計師,AI Engineer / Researcher
7z933,【新北中和】短影音企劃專員(獎金、年終獎金),Others
41uvw,AOI軟體開發工程師_PAE000,General Software Engineer
8qtju,電商 品牌行銷企劃,Others
8sy4n,數位專案助理,Others
8s4jj,產業研究專員 Research Analyst,Others
8uoge,韓文翻譯／韓文母語者（實習/正職皆可）,Others
7lrmy,員工關係專員/資深專員,Others
8rngu,行銷公關儲備幹部，薪4.5萬-5.5萬（依經驗面議）,Others
8uyej,ENG實習生(短期1-2個月),Others
8n2v9,(04)【2025新幹班】數位健康類Digital Health,Others
8uytb,【船務助理】 歡迎無經驗肯學習者加入,Others
8vekd,【行銷運營部】Money錢｜影音節目內容企劃 Video Content Producer(JIRA636),Others
6z16s,專案管理(儲能),Others
7yq1i,電商營運部－會計專員 Finance Specialist,Others
8vfda,企業發展專案助理 Corporate Development Project Assistant,Others
8pgv5,MIS系統工程師,DevOps / SRE / Cloud Engineer
8q09r,工讀生【汐止區】,Others
8rv0h,光學產品專案管理師(台北),Others
8resd,Infra 網路工程師,General Software Engineer
8pa3a,設計人員,Others
7vilv,法務行政人員,Others
8vct2,【設計部】部門｜資深視覺設計師 Senior Visual Designer(JIRA640),Others
8hlni,Server Product Development Manager (PDM),Backend Engineer
7kito,[護理]健檢中心兼任護理師-護士,Others
83q1v,行銷工讀生《行銷企劃部》,Others
8l8ew,品管人員,Others
8vfmx,【RD】AI Software Engineer,AI Engineer / Researcher
8usjc,內容行銷專員 Content Marketing Specialist,Others
8es33,【品質保證主管】,Others
8mkik,裕隆集團關係企業-前端工程師,Frontend Engineer
7zxc2,技術處長,Others
7v341,電子工程助理,Others
8un22,【深耕計畫辦公室】研究助理(前端工程師),Frontend Engineer
8v6c6,自動化-視覺+AI(亞洲)-E事業群,AI Engineer / Researcher
8vqqe,會員經營專員(EC電子商務事業部),Others
8qfz5,【營業處-客戶經營部】助理業務(台北)(無須開發•無經驗可),Others
8q6l5,【短期工讀｜資料建置內勤助理】每天 5 小時，短期 1～2 週，歡迎大學生,Others
8q42x,助理(兼職/工讀),Others
8sgdx,院長室行政專員（薪32 K - 45 K，熟AI者佳）,AI Engineer / Researcher
7bjna,[護理]健檢中心護理師-護士,Others
8d8zm,tripool 旅步｜(Middle) UIUX Designer -新北（全遠端）｜旅遊新創,Frontend Engineer
8aqsv,經營企劃室 (整合行銷專才),Others
7u53g,【售前Presales】自動化應用工程師,QA / Automation Engineer
7g2r5,影音剪輯軟體測試實習生 (QA Intern),QA / Automation Engineer
8vqo0,行銷活動企劃專員(EC電子商務事業部),Others
7w1k0,專案管理,Others
8ry9b,影片製作技術人員,Others
844v2,稽核專員,Others
8w0eb,【PowerUp!】 Layout工程師(中和-ENT) 雲端基礎設施系統與平台事業群,DevOps / SRE / Cloud Engineer
2ofs,業務工程師（台北）<保障底薪>,General Software Engineer
868oh,(這是平日班) 兼職文書記錄訪談打字人員/客服人員(需國內出差),Others
8pl92,(E10-)Java 軟體開發高級工程師--資訊處,Backend Engineer
8u0j9,遊戲企劃,Others
64upa,上尚文化平面設計師 (工讀可),Others
8m6td,服飾美編,Others
6womh,Linux System韌體工程師,Embedded / Firmware Engineer
2flqd,【品檢人員】無相關經驗 願意學習歡迎加入,Others
7c1rn,Senior Marketing Lead 資深行銷企劃,Others
8a8at,AI台北市業務專案經理,AI Engineer / Researcher
8crav,【品保IPQC製程檢驗人員 】無相關經驗 願意學習歡迎加入,QA / Automation Engineer
8vmsm,Sr. Solution Manager_TC26992,Others
8vndl,演算法工程師,AI Engineer / Researcher
8uz4j,軟體工程師 (數位工程發展部),General Software Engineer
8w849,Operations Program Manager,Others
8w848,"Senior Software Engineer, Camera System Software, Pixel",General Software Engineer
8ub6o,軟體工程師(後端),Backend Engineer
8un1n,【深耕計畫辦公室】研究助理(教學),Others
695t1,★福利優渥★ HAA勁拍中心－行政內勤人員,Others
8svz9,SAP 系統工程師/團隊主管,DevOps / SRE / Cloud Engineer
8t2wj,組裝技術員 Assembly Technician,Others
8bauo,國文科產品企劃 【升大複習、中文學習】,Others
8t07r,【鴻佰科技實習專區 Ingrasys Internship Program】- 法務實習生 實習廠區：土城,Others
86z8l,行銷企劃專員,Others
8rx7u,【專案業務執行及專案助理】經驗不拘/歡迎應屆畢業生,Others
8j5rd,【AOWU】行政會計專員/經理 (Office Administrator with Accounting Support),Others
7psb3,服裝設計助理,Others
8k8g2,3D美術設計師,Others
8lkck,A-資深業務代表,Others
21raq,【機構工程師】,General Software Engineer
8j2zk,業務專員/業務經理 Sales,Others
8sgrk,【布列德】生產主管,Others
5ci4a,AI軟體自動化銷售業務人員(台北),AI Engineer / Researcher
8w3co,矽光子整合工程師 / Silicon Photonics Integration Engineer,General Software Engineer
8w7hm,115年研發替代役_.Net全端研發工程師(新北市),Fullstack Engineer
8oa02,行政 人員,Others
8ukp2,CRM會員經營專員,Others
8ifb3,電商網拍儲備幹部 - 淡水竹圍,Others
8gto1,[新北市：林口] 素養教學老師 (鐘點、跑班老師),Others
8axs4,娘家保健生技資深設計,Others
8p6q3,奧達生醫科技-品牌美編設計,Others
8us9z,C-EE採購sourcer(A01030200),Others
6b76j,(NR14-) BMC 軟韌體工程師/高級工程師--網路通訊事業群,Embedded / Firmware Engineer
